"docket","court","nos","jur_fq","jur_div","jur_supp","remove","counterclaim","cfaa","patent","copyright","lanham","antitrust","rico","otherfed","statets","contract","fiduciary","goodfaith","unfaircomp","conversion","interfere","unjenrich","fraud","statecomp","conspiracy","otherstate","technical","customer","businfo","software","formula","negativets","employee","buspartner","otherdef","foreigndef","country","acquire","disclose","use","hacking","nda","noncompete","tro","pi","exparte"
"1:17-CV-00412","VAED",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,"",1,1,1,0,1,1,1,1,1
"1:17-CV-00443","INSD",190,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,"",1,0,1,0,1,1,1,1,1
"1:17-CV-00470","COD",890,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,1,1,1
"1:17-CV-00523","VAED",890,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,1,1,1
"1:17-CV-00589","NYSD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,"",1,1,1,0,1,1,1,1,1
"1:17-CV-00666","ILND",380,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"",1,1,1,1,0,0,1,1,1
"1:17-CV-00711","OHND",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,1,1,1
"1:17-CV-00800","COD",890,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,"",0,1,1,0,1,0,1,1,1
"1:17-CV-00803","COD",890,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,"",1,0,1,0,0,0,1,1,1
"1:17-CV-00846","NYSD",890,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"",1,0,1,0,1,1,1,1,1
"1:17-CV-00864","OHND",190,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,"",1,1,1,0,0,0,1,1,1
"1:17-CV-00905","ILND",190,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,"",0,1,1,0,0,0,1,1,1
"1:17-CV-00923","ILND",190,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,"",1,0,1,0,0,0,1,1,1
"1:17-CV-00926","MDD",190,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"",0,1,1,0,1,1,1,1,1
"1:17-CV-00937","ILND",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,0,2,2,1
"1:17-CV-00968","NYSD",890,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,"",0,1,1,0,1,1,1,1,1
"1:17-CV-01002","COD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,"",1,0,1,0,1,1,1,1,1
"1:17-CV-01023","ILND",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,"",0,1,0,0,1,1,5,3,1
"1:17-CV-01055","MDD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"",0,1,1,0,1,1,1,1,1
"1:17-CV-01192","INSD",890,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,"",0,1,1,0,1,0,1,1,1
"1:17-CV-01248","MDD",190,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,0,4,4,1
"1:17-CV-01271","INSD",190,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,"",0,0,1,0,1,1,5,5,1
"1:17-CV-01564","ILND",190,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"",1,1,1,0,1,1,1,5,1
"1:17-CV-01634","NYED",790,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,0,0,3,2,1
"1:17-CV-01803","NYSD",830,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,"",0,0,1,0,1,0,1,1,1
"1:17-CV-01946","ILND",890,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,1,1,1
"1:17-CV-01973","ILND",890,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,"China",1,1,1,0,1,0,1,1,1
"1:17-CV-02086","ILND",190,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"",0,0,1,0,1,0,3,3,1
"1:17-CV-02099","NYSD",820,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"",1,0,1,0,1,0,3,2,2
"1:17-CV-02154","ILND",890,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,0,0,5,3,1
"1:17-CV-02187","ILND",190,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,"",0,1,1,0,1,0,1,2,1
"1:17-CV-02292","NYSD",190,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,"",0,1,1,0,1,0,1,1,1
"1:17-CV-02404","ILND",890,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"",0,1,1,0,1,1,3,5,1
"1:17-CV-02405","NYSD",890,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,1,2,1
"1:17-CV-02459","NYSD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",0,0,1,0,1,0,5,3,1
"1:17-CV-02586","ILND",890,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,1,2,1
"1:17-CV-02684","NYSD",890,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"",0,1,1,0,1,1,1,2,1
"1:17-CV-02831","ILND",890,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"",0,1,1,0,1,0,4,3,1
"1:17-CV-03015","ILND",890,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,0,2,4,1
"1:17-CV-03041","ILND",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,1,5,1,1
"1:17-CV-03105","ILND",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,"",1,1,1,0,1,0,1,1,1
"1:17-CV-03243","ILND",190,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,0,1,1,1
"1:17-CV-03425","ILND",820,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"",1,0,1,1,1,0,1,1,1
"1:17-CV-03533","NYSD",890,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"",1,0,1,0,1,1,2,3,1
"1:17-CV-03548","NYSD",820,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Canada",1,1,1,0,1,0,1,1,1
"1:17-CV-10145","MAD",370,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,1,1,1,1
"1:17-CV-10404","MAD",190,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,0,1,1,1
"1:17-CV-10443","MAD",190,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,1,1,1
"1:17-CV-10459","MAD",190,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,"",0,0,1,0,1,0,1,1,1
"1:17-CV-10479","MAD",890,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,1,4,1
"1:17-CV-20678","FLSD",890,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,0,1,5,1
"1:17-CV-20901","FLSD",370,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,"",0,0,1,1,1,0,2,2,1
"2:13-CV-07161","NJD",840,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"",1,1,1,0,0,1,2,2,1
"2:15-CV-10628","MIED",830,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"",0,1,1,0,1,0,1,1,1
"2:16-CV-00097","TXND",190,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,"",1,1,1,0,1,0,3,2,1
"2:16-CV-00135","UTD",470,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,"",0,1,1,0,1,0,1,1,1
"2:16-CV-00142","GAND",190,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"",1,1,1,0,1,0,3,3,1
"2:16-CV-00339","WAED",890,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"",0,1,1,0,1,0,1,1,1
"2:16-CV-00433","WAED",190,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,"",1,1,1,0,1,1,1,3,1
"2:16-CV-00515","OHND",890,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"",999,999,999,0,0,0,1,1,1
"2:16-CV-00524","INND",190,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,0,3,5,1
"2:16-CV-00602","VAED",830,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,"",1,1,1,0,1,0,1,1,1
"2:16-CV-00661","PAWD",890,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"",1,0,1,1,0,0,2,2,1
"2:16-CV-00762","PAWD",830,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,"",0,1,1,0,1,0,1,2,1
"2:16-CV-00825","TXED",830,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,"",0,1,1,0,1,0,1,1,1
"2:16-CV-00830","TXED",840,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"",1,1,0,0,0,0,5,3,1
"2:16-CV-01024","PAWD",890,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,"",1,0,0,0,1,1,1,5,1
"2:16-CV-01066","UTD",820,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,"Cayman Islands",1,1,1,0,1,1,2,5,1
"2:16-CV-01150","WAWD",890,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,"",1,1,1,0,1,0,3,3,1
"2:16-CV-01189","UTD",890,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,1,1,1,1
"2:16-CV-01214","TXED",830,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"",1,1,1,0,1,0,1,1,1
"2:16-CV-01217","WAWD",190,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,"",0,1,0,0,0,0,3,3,1
"2:16-CV-01298","NVD",840,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,"",1,0,1,0,0,0,1,1,1
"2:16-CV-01341","PAWD",190,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"",0,1,1,0,1,1,2,5,1
"2:16-CV-01481","PAWD",190,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,"",1,1,1,0,1,1,2,2,1
"2:16-CV-01798","CAED",890,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,"",1,1,1,0,0,0,1,3,1
"2:16-CV-01892","OKWD",890,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,1,3,3,1
"2:16-CV-02090","ALND",890,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,1,1,1
"2:16-CV-02526","NVD",370,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,"",0,0,1,0,0,0,1,1,1
"2:16-CV-02613","AZD",890,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,"",0,0,1,0,1,1,1,1,1
"2:16-CV-02678","AZD",840,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,"",1,1,0,0,0,0,1,1,1
"2:16-CV-02744","KSD",890,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,1,1,5,1
"2:16-CV-02767","PAED",190,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,"",0,0,1,0,1,1,1,2,1
"2:16-CV-03103","PAED",190,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,"",1,0,1,0,1,0,1,1,1
"2:16-CV-03259","AZD",890,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"",1,0,1,1,0,0,1,1,1
"2:16-CV-03739","NYED",190,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,"India",1,0,1,0,0,0,1,1,1
"2:16-CV-04246","PAED",790,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,3,3,1
"2:16-CV-04479","AZD",820,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,"",0,1,1,0,0,1,1,1,1
"2:16-CV-04497","PAED",890,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"",1,1,1,0,1,0,1,1,1
"2:16-CV-04504","AZD",190,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,"",0,1,1,0,1,1,1,1,1
"2:16-CV-04720","PAED",190,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,"",1,1,1,0,1,0,1,2,1
"2:16-CV-04939","CACD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"",0,1,1,0,1,1,2,5,1
"2:16-CV-05317","PAED",190,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,"",1,1,1,1,1,1,1,1,1
"2:16-CV-05514","PAED",890,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"",0,1,1,0,1,0,2,2,1
"2:16-CV-05708","CACD",820,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"",1,0,1,0,1,0,1,5,1
"2:16-CV-05750","CACD",890,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,"",1,1,1,0,1,0,2,5,1
"2:16-CV-06126","NJD",190,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,0,1,1,1
"2:16-CV-06223","NYED",830,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,"China",0,1,1,0,1,1,1,1,1
"2:16-CV-06257","CACD",890,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,999,"See Notes",1,0,0,1,0,0,1,1,1
"2:16-CV-06447","CACD",190,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",1,0,1,0,1,0,3,3,1
"2:16-CV-06617","NYED",830,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"",1,0,1,0,1,0,1,1,1
"2:16-CV-06675","NJD",190,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,"",NA,1,0,1,1,0,1,1,1
"2:16-CV-07004","CACD",840,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,"",1,0,1,0,1,0,1,3,1
"2:16-CV-07155","CACD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"",1,0,1,1,0,0,1,1,1
"2:16-CV-08216","CACD",470,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,999,"",1,1,1,0,0,0,1,1,1
"2:16-CV-08237","CACD",190,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"",0,1,1,0,1,0,1,1,1
"2:16-CV-08638","CACD",840,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"",1,0,1,0,1,0,1,1,1
"2:16-CV-08664","NJD",820,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,1,1,1,1
"2:16-CV-08962","CACD",820,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,"",1,1,1,0,1,0,1,1,1
"2:16-CV-09126","CACD",190,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,"",1,1,1,0,1,0,5,1,1
"2:16-CV-11684","WVSD",190,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,"",0,0,0,0,1,1,5,5,1
"2:16-CV-12191","MIED",840,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"",1,1,1,0,0,0,1,1,2
"2:16-CV-12537","MIED",190,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,1,5,1
"2:16-CV-12941","MIED",470,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,"Japan",0,1,0,0,0,0,3,3,1
"2:16-CV-13371","MIED",820,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,1,0,0,0,1,1,1
"2:16-CV-13703","MIED",190,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,"",1,0,1,0,1,1,3,3,1
"2:16-CV-13729","MIED",890,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"",1,1,1,0,1,0,3,5,1
"2:16-CV-13767","MIED",190,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,0,1,1,1
"2:16-CV-13832","MIED",196,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,"",1,0,1,0,0,1,1,1,1
"2:16-CV-13932","MIED",840,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,0,1,0,1,0,1,1,1
"2:16-CV-16854","LAED",890,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,0,3,3,1
"2:16-CV-17528","LAED",890,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,"",1,1,1,0,1,0,1,1,1
"2:17-CV-00005","UTD",830,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,"",1,1,1,0,1,0,1,1,1
"2:17-CV-00009","FLMD",840,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,"",0,1,1,0,1,0,2,2,1
"2:17-CV-00075","NJD",890,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,"",1,1,1,0,0,1,1,3,1
"2:17-CV-00080","UTD",890,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,"",1,1,0,0,1,0,2,2,1
"2:17-CV-00105","WAED",890,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,"Germany",1,1,0,1,0,0,1,1,1
"2:17-CV-00127","UTD",890,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",1,0,1,0,0,1,5,5,1
"2:17-CV-00147","WAED",890,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",1,1,1,1,0,1,1,5,1
"2:17-CV-00171","UTD",890,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"",1,0,1,0,1,1,1,1,1
"2:17-CV-00177","NJD",890,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,"",1,0,1,0,0,0,1,1,1
